"name"	"taxRank"	"taxID"	"Max"	"C001_FD2.cladeReads"	"C001_FD3.cladeReads"	"C001_L.3.cladeReads"	"C001_L.44.cladeReads"	"C001_L.92.cladeReads"	"C001_R.1.cladeReads"	"C001_R.45.cladeReads"	"C001_R.82.cladeReads"	"C002_FD2.cladeReads"	"C002_FD3.cladeReads"	"C002_L.3.cladeReads"	"C002_L.44.cladeReads"	"C002_L.92.cladeReads"	"C002_R.1.cladeReads"	"C002_R.45.cladeReads"	"C002_R.82.cladeReads"	"C003_FD2.cladeReads"	"C003_FD3.cladeReads"	"C003_L.3.cladeReads"	"C003_L.44.cladeReads"	"C003_L.92.cladeReads"	"C003_R.45.cladeReads"	"C003_R.82.cladeReads"	"C004_FD2.cladeReads"	"C004_FD3.cladeReads"	"C004_L.3.cladeReads"	"C004_L.44.cladeReads"	"C004_L.92.cladeReads"	"C004_R.1.cladeReads"	"C004_R.45.cladeReads"	"C004_R.82.cladeReads"	"lineage"
"Bosea sp. NBC_00550"	"S"	2969621	81	NA	NA	28	9	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	14	NA	81	NA	12	NA	14	34	NA	21	NA	34	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Boseaceae>Bosea>unclassified&nbsp;Bosea&nbsp;(in:&nbsp;a&#x2011;proteobacteria)"
"Bosea beijingensis"	"S"	3068632	795	NA	NA	41	NA	NA	4	NA	NA	NA	121	6	27	NA	NA	NA	NA	1	NA	795	47	7	NA	2	373	NA	NA	42	NA	NA	7	15	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Boseaceae>Bosea"
"Salaquimonadaceae><wbr>Salaquimonas><wbr>Salaquimonas pukyongi"	"S"	2712698	431	NA	NA	431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	13	NA	NA	1	6	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Salaquimonadaceae>Salaquimonas"
"Ancylobacter sp. SL191"	"S"	2995166	35	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Xanthobacteraceae>Ancylobacter>unclassified&nbsp;Ancylobacter"
"Xanthobacter dioxanivorans"	"S"	2528964	408	NA	NA	21	7	12	NA	NA	37	NA	86	NA	70	NA	NA	NA	1	NA	NA	408	NA	56	NA	NA	NA	28	NA	13	NA	NA	4	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Xanthobacteraceae>Xanthobacter"
"Azorhizobium><wbr>Azorhizobium caulinodans><wbr>Azorhizobium caulinodans ORS 571"	"-"	438753	43	NA	NA	36	1	8	NA	1	5	NA	NA	NA	5	18	NA	NA	NA	NA	NA	42	NA	NA	NA	1	NA	NA	NA	43	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Xanthobacteraceae>Azorhizobium>Azorhizobium&nbsp;caulinodans"
"Phreatobacter cathodiphilus"	"S"	1868589	343	NA	NA	343	NA	NA	NA	NA	NA	NA	NA	26	108	24	NA	NA	8	NA	NA	170	NA	7	4	10	95	NA	NA	14	39	17	2	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phreatobacteraceae>Phreatobacter"
"Hyphomicrobium sp. MC1"	"S"	717785	130	NA	NA	13	NA	NA	NA	NA	1	NA	NA	NA	6	NA	NA	NA	10	NA	NA	17	NA	NA	NA	7	130	NA	1	NA	NA	4	4	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Hyphomicrobiaceae>Hyphomicrobium>unclassified&nbsp;Hyphomicrobium"
"Hyphomicrobium denitrificans 1NES1"	"-"	670307	153	NA	NA	13	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	153	NA	10	NA	8	NA	7	NA	NA	36	NA	9	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;denitrificans"
"Rhodoplanes><wbr>unclassified Rhodoplanes><wbr>Rhodoplanes sp. Z2-YC6860"	"S"	674703	261	NA	NA	51	8	11	4	36	61	NA	NA	28	13	NA	24	19	42	NA	NA	261	26	2	20	68	NA	11	44	NA	NA	NA	37	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Hyphomicrobiaceae>Rhodoplanes>unclassified&nbsp;Rhodoplanes"
"Methyloligella><wbr>unclassified Methyloligella><wbr>Methyloligella sp. GL2"	"S"	2742204	57	NA	NA	14	NA	NA	NA	12	6	NA	1	NA	NA	NA	19	NA	57	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	2	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Hyphomicrobiaceae>Methyloligella>unclassified&nbsp;Methyloligella"
"Rhodomicrobium"	"G"	1068	131	NA	NA	11	42	NA	NA	5	131	122	80	NA	28	NA	21	12	2	11	2	131	88	NA	7	1	1	1	36	15	35	NA	2	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Hyphomicrobiaceae"
"Breoghania sp. L-A4"	"S"	2304600	94	NA	NA	10	20	NA	NA	13	NA	NA	1	NA	NA	19	NA	94	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	17	4	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Stappiaceae>Breoghania>unclassified&nbsp;Breoghania"
"Pyruvatibacter><wbr>Pyruvatibacter mobilis"	"S"	1712261	18	NA	NA	1	NA	NA	NA	NA	18	NA	NA	NA	12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Parvibaculaceae>Pyruvatibacter"
"Methylocella tundrae"	"S"	227605	43	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	6	NA	NA	33	43	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Beijerinckiaceae>Methylocella"
"Methylocystis heyeri"	"S"	391905	23	NA	NA	23	NA	22	NA	12	NA	NA	NA	NA	NA	NA	NA	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylocystaceae>Methylocystis"
"Methylocystis bryophila"	"S"	655015	13	NA	NA	7	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	5	NA	13	NA	NA	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylocystaceae>Methylocystis"
"Methylosinus><wbr>unclassified Methylosinus><wbr>Methylosinus sp. C49"	"S"	2699395	73	NA	NA	9	NA	NA	21	1	NA	NA	73	NA	1	NA	NA	NA	NA	1	NA	22	NA	NA	1	38	NA	NA	NA	NA	NA	NA	47	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylocystaceae>Methylosinus>unclassified&nbsp;Methylosinus"
"Methylosinus><wbr>Methylosinus trichosporium><wbr>Methylosinus trichosporium OB3b"	"-"	595536	92	NA	NA	4	NA	NA	NA	NA	NA	NA	1	NA	17	NA	NA	NA	NA	NA	NA	92	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylocystaceae>Methylosinus>Methylosinus&nbsp;trichosporium"
"Kaistiaceae><wbr>...><wbr>Kaistia sp. 32K"	"S"	2795690	5200	NA	NA	91	NA	16	NA	7	27	NA	102	NA	13	NA	NA	NA	NA	NA	NA	5200	NA	13	NA	NA	14	NA	NA	45	59	NA	13	10	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Kaistiaceae>Kaistia>unclassified&nbsp;Kaistia"
"Blastochloris tepida"	"S"	2233851	109	NA	NA	26	NA	24	NA	2	NA	35	79	NA	12	3	NA	NA	11	NA	3	75	NA	NA	NA	4	109	NA	12	NA	NA	NA	12	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Blastochloridaceae>Blastochloris"
"Ahrensiaceae"	"F"	2829814	104	NA	NA	10	NA	12	NA	NA	16	NA	NA	NA	9	NA	12	NA	NA	NA	NA	104	NA	NA	NA	7	1	NA	NA	NA	NA	19	3	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales"
"Roseitalea><wbr>Roseitalea porphyridii"	"S"	1852022	104	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	12	NA	NA	NA	NA	104	NA	NA	NA	7	1	NA	NA	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Ahrensiaceae>Roseitalea"
"Chelatococcus daeguensis"	"S"	444444	118	NA	NA	6	NA	14	NA	NA	NA	NA	118	NA	22	NA	3	NA	NA	NA	NA	79	37	10	1	6	NA	NA	NA	NA	56	NA	NA	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Chelatococcaceae>Chelatococcus"
"Sphingomonas sp. LY54"	"S"	3095343	114	NA	NA	40	NA	NA	NA	12	NA	NA	NA	NA	18	NA	NA	NA	7	38	NA	114	NA	NA	NA	12	NA	NA	NA	NA	NA	25	35	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. LY29"	"S"	3095341	140	NA	NA	22	5	6	NA	NA	8	NA	45	21	26	NA	9	NA	20	NA	NA	21	NA	6	NA	1	140	86	31	26	108	NA	4	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. So64.6b"	"S"	2997354	48	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	48	NA	NA	NA	1	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. S1-29"	"S"	2991074	116	NA	NA	20	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	12	10	4	NA	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. 7/4-4"	"S"	3018446	264	NA	NA	16	NA	NA	4	2	4	38	NA	NA	NA	20	NA	NA	NA	13	NA	264	NA	NA	1	3	NA	NA	NA	NA	NA	9	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. JE1"	"S"	1628059	10	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. SH"	"S"	849864	123	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas panacis"	"S"	1560345	1082	NA	NA	75	1	NA	NA	1	8	34	123	116	17	NA	NA	NA	NA	NA	NA	1082	60	NA	1	49	NA	62	NA	NA	197	17	73	16	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas cannabina"	"S"	2899123	333	NA	NA	57	11	3	38	11	NA	NA	NA	NA	23	NA	4	9	18	22	NA	333	NA	29	5	24	1	NA	48	NA	NA	40	9	13	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas profundi"	"S"	2681549	380	NA	NA	47	8	22	NA	4	8	NA	5	NA	21	45	14	44	33	3	5	380	NA	NA	6	51	359	26	NA	9	NA	10	372	31	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas ginsengisoli An et al. 2013"	"S"	363835	162	NA	NA	38	NA	NA	NA	2	14	NA	162	NA	8	NA	NA	NA	9	NA	NA	1	64	NA	NA	NA	1	NA	NA	NA	67	NA	2	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sinipercae"	"S"	2714944	233	NA	NA	33	12	NA	5	NA	NA	1	NA	NA	4	1	NA	NA	5	1	NA	NA	NA	NA	NA	10	233	34	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas qomolangmaensis"	"S"	2918765	151	NA	NA	25	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151	NA	NA	NA	NA	NA	NA	NA	6	NA	7	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sediminicola"	"S"	386874	113	NA	NA	15	NA	10	NA	3	NA	1	NA	NA	9	28	17	NA	NA	NA	NA	113	43	7	1	2	NA	NA	NA	NA	NA	NA	14	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas hengshuiensis"	"S"	1609977	296	NA	NA	12	19	4	22	11	5	NA	NA	18	NA	52	NA	1	16	NA	NA	296	82	35	1	23	NA	8	33	53	2	1	19	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas lacunae"	"S"	2698828	11	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	3	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	6	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas nostoxanthinifaciens"	"S"	2872652	346	NA	NA	5	NA	22	NA	11	NA	NA	NA	NA	NA	30	NA	9	3	1	NA	346	NA	NA	5	60	228	NA	28	NA	95	1	9	12	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingobium sp. AP49"	"S"	1144307	904	NA	NA	64	NA	NA	NA	NA	21	NA	2	42	NA	NA	NA	7	8	NA	NA	904	NA	NA	NA	8	58	16	39	NA	109	NA	NA	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. WTD-1"	"S"	2979467	4278	NA	NA	47	NA	7	NA	5	60	NA	195	14	24	NA	NA	13	NA	9	NA	4278	NA	NA	10	NA	190	8	NA	NA	51	NA	3	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. SCG-1"	"S"	2072936	431	NA	NA	26	NA	NA	NA	2	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	431	NA	11	1	6	61	NA	NA	NA	NA	NA	5	10	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. SYK-6"	"S"	627192	448	NA	NA	17	NA	11	NA	1	9	NA	73	NA	NA	NA	NA	NA	NA	NA	NA	448	1	NA	NA	5	85	NA	NA	14	NA	NA	NA	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. YC-XJ3"	"S"	3024245	470	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	5	NA	NA	470	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. AntQ-1"	"S"	2930091	1057	NA	NA	16	NA	NA	NA	NA	14	NA	NA	NA	7	NA	NA	NA	11	NA	3	1057	NA	NA	2	9	NA	NA	NA	NA	NA	9	4	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. MI1205"	"S"	407020	467	NA	NA	15	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	3	467	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. CFD-1"	"S"	2878545	47	NA	NA	15	NA	NA	NA	NA	20	NA	47	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	2	NA	NA	NA	12	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. YBL2"	"S"	484429	411	NA	NA	12	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	411	NA	12	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. TKS"	"S"	1315974	857	NA	NA	10	16	NA	NA	2	3	62	NA	NA	NA	NA	9	NA	4	6	NA	857	NA	6	NA	NA	NA	NA	87	NA	60	NA	7	8	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium amiense"	"S"	135719	4365	NA	NA	80	NA	NA	NA	NA	NA	NA	108	1	NA	NA	NA	187	5	NA	2	4365	NA	NA	7	1	266	17	NA	5	136	30	NA	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium phenoxybenzoativorans"	"S"	1592790	382	NA	NA	15	NA	21	NA	NA	19	NA	NA	NA	NA	18	NA	2	4	NA	NA	382	3	NA	NA	26	84	NA	NA	46	NA	NA	2	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium chlorophenolicum><wbr>Sphingobium chlorophenolicum L-1"	"-"	690566	138	NA	NA	10	NA	5	NA	2	NA	NA	NA	NA	NA	NA	NA	31	11	NA	NA	138	NA	NA	NA	18	NA	16	20	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>Sphingobium&nbsp;chlorophenolicum"
"Sphingobium fuliginis"	"S"	336203	1184	NA	NA	10	NA	NA	12	NA	NA	8	NA	NA	NA	NA	NA	33	NA	NA	NA	1184	NA	18	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium fuliginis ATCC 27551"	"-"	1208342	116	NA	NA	10	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	NA	18	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>Sphingobium&nbsp;fuliginis"
"Sphingobium chungbukense"	"S"	56193	72	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Novosphingobium sp. KA1"	"S"	164608	2706	NA	NA	78	16	NA	48	NA	11	2	26	NA	NA	35	NA	NA	9	NA	NA	2706	NA	16	3	NA	110	21	38	NA	NA	NA	NA	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. RL4"	"S"	3109595	2494	NA	NA	59	NA	52	21	NA	NA	NA	NA	25	8	NA	19	15	NA	NA	NA	2494	57	51	2	NA	335	NA	NA	NA	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. THN1"	"S"	1016987	565	NA	NA	18	NA	5	NA	NA	33	NA	NA	NA	NA	NA	11	NA	37	NA	NA	565	16	12	1	25	NA	18	NA	NA	52	NA	NA	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. 9"	"S"	2025349	365	NA	NA	10	NA	NA	NA	1	1	37	NA	NA	3	NA	4	16	16	NA	NA	365	NA	NA	4	9	1	NA	45	19	NA	18	2	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. ES2-1"	"S"	2780074	779	NA	NA	7	NA	8	NA	NA	NA	NA	182	NA	NA	NA	7	NA	19	23	1	779	NA	39	NA	NA	NA	17	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium resinovorum"	"S"	158500	2372	NA	NA	98	4	28	145	2	37	98	93	NA	10	25	8	52	3	4	1	2372	227	71	2	20	118	12	97	6	16	5	6	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium pentaromativorans><wbr>Novosphingobium pentaromativorans US6-1"	"-"	1088721	1069	NA	NA	68	15	4	NA	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1069	34	NA	NA	2	NA	NA	19	NA	125	12	NA	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>Novosphingobium&nbsp;pentaromativorans"
"Novosphingobium decolorationis"	"S"	2698673	1056	NA	NA	24	NA	NA	36	3	NA	NA	NA	NA	NA	NA	7	5	2	NA	NA	1056	24	NA	7	NA	NA	7	NA	21	4	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Sphingopyxis sp. TUF1"	"S"	3114367	198	NA	NA	21	1	1	NA	2	NA	NA	NA	29	NA	NA	8	NA	2	18	6	198	NA	NA	NA	5	48	11	3	NA	NA	8	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis sp. YF1"	"S"	2482763	141	NA	NA	9	20	16	16	7	10	NA	2	NA	5	31	NA	NA	26	NA	NA	141	9	NA	1	15	78	NA	20	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Hankyongella><wbr>Hankyongella ginsenosidimutans"	"S"	1763828	335	NA	NA	52	NA	16	8	NA	NA	29	NA	30	10	NA	21	60	8	16	NA	335	NA	NA	NA	36	139	1	15	NA	1	11	11	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Hankyongella"
"unclassified Sphingorhabdus"	"-"	2614947	104	NA	NA	28	NA	NA	NA	NA	17	NA	104	36	NA	NA	NA	NA	NA	4	NA	93	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Sphingorhabdus sp. Alg231-15"	"S"	1922222	36	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus>unclassified&nbsp;Sphingorhabdus"
