"","species","genus","family","order","class","phylum","superkingdom","no rank"
"12076","Lichenihabitans psoromatis","Lichenihabitans","Lichenihabitantaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12077","Xanthobacter dioxanivorans","Xanthobacter","Xanthobacteraceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12078","Tobacco leaf curl Dominican Republic virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12079","Oceanihabitans sp. IOP_32","unclassified Oceanihabitans","Oceanihabitans","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidota","Bacteria"
"12080","Enterobacter wuhouensis","Enterobacter","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12081","Acinetobacter terrestris","Acinetobacter","Moraxellaceae","Moraxellales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12082","Escherichia phage ZCEC5","unclassified Kagunavirus","0","0","Kagunavirus","Caudoviricetes","Uroviricota","Viruses"
"12083","Klebsiella phage vB_KpnM_FZ14","unclassified Jedunavirus","0","0","Jedunavirus","Caudoviricetes","Uroviricota","Viruses"
"12084","Salmonella phage vB_SenS_SE1","0","0","0","unclassified Guernseyvirinae","Caudoviricetes","Uroviricota","Viruses"
"12085","Duncaniella sp. C9","unclassified Duncaniella","Duncaniella","Muribaculaceae","Bacteroidales","Bacteroidia","Bacteroidota","Bacteria"
"12086","Microbacterium wangchenii","Microbacterium","Microbacteriaceae","Micrococcales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"12087","Pseudomonas phage ITTPL","unclassified Pakpunavirus","0","0","Pakpunavirus","Caudoviricetes","Uroviricota","Viruses"
"12088","Rheinheimera sp. D18","unclassified Rheinheimera","Rheinheimera","Chromatiaceae","Chromatiales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12089","Acinetobacter sp. FDAARGOS_724","unclassified Acinetobacter","Acinetobacter","Moraxellaceae","Moraxellales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12090","Cedecea sp. FDAARGOS_727","unclassified Cedecea","Cedecea","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12091","Capnocytophaga sp. FDAARGOS_737","unclassified Capnocytophaga","Capnocytophaga","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidota","Bacteria"
"12092","Pseudomonas sp. FDAARGOS_761","unclassified Pseudomonas","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12093","Fusarium redolens polymycovirus 1","Polymycovirus","Polymycoviridae","0","0","0","Viruses","0"
"12094","Methanocaldococcus lauensis","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Euryarchaeota","Archaea","cellular organisms"
"12095","Citrobacter arsenatis","Citrobacter","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12096","Gloeothece citriformis","Gloeothece","Aphanothecaceae","Chroococcales","Cyanophyceae","Cyanobacteriota","Bacteria","cellular organisms"
"12097","Gloeothece verrucosa","Gloeothece","Aphanothecaceae","Chroococcales","Cyanophyceae","Cyanobacteriota","Bacteria","cellular organisms"
"12098","Crocosphaera subtropica","Crocosphaera","Aphanothecaceae","Chroococcales","Cyanophyceae","Cyanobacteriota","Bacteria","cellular organisms"
"12099","Rippkaea orientalis","Rippkaea","Aphanothecaceae","Chroococcales","Cyanophyceae","Cyanobacteriota","Bacteria","cellular organisms"
"12100","Paraburkholderia pallida","Paraburkholderia","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12101","Pepper yellow leaf curl Aceh virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12102","Marinobacter sp. JH2","unclassified Marinobacter","Marinobacter","Marinobacteraceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12103","Chryseobacterium salivictor","Chryseobacterium","Chryseobacterium group","Weeksellaceae","Flavobacteriales","Flavobacteriia","Bacteroidota","Bacteria"
"12104","Erwinia sp. QL-Z3","unclassified Erwinia","Erwinia","Erwiniaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12105","Parashewanella tropica","Parashewanella","Shewanellaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12106","Streptomyces aquilus","Streptomyces","Streptomycetaceae","Kitasatosporales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"12107","Thalassotalea sp. HSM 43","unclassified Thalassotalea","Thalassotalea","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12108","Tai Forest hepadnavirus","0","unclassified Hepadnaviridae","Hepadnaviridae","Blubervirales","Revtraviricetes","Artverviricota","Viruses"
"12109","Maize streak dwarfing virus","Mastrevirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12110","Halomonas sp. XH26","unclassified Halomonas","Halomonas","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12111","Sphingobacterium sp. CZ-2","unclassified Sphingobacterium","Sphingobacterium","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria"
"12112","Parsley severe stunt associated virus","Nanovirus","Nanoviridae","Mulpavirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"12113","Parsley severe stunt alphasatellite 3","Mivedwarsatellite","Alphasatellitidae","0","0","0","Viruses","0"
"12114","Parsley severe stunt alphasatellite 4","Mivedwarsatellite","Alphasatellitidae","0","0","0","Viruses","0"
"12115","Candidatus Hydrogenosomobacter endosymbioticus","Candidatus Hydrogenosomobacter","Holosporaceae","Holosporales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12116","Oecophyllibacter saccharovorans","Oecophyllibacter","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12117","Formicincola oecophyllae","Formicincola","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12118","Nocardioides cynanchi","Nocardioides","Nocardioidaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"12119","Cutibacterium modestum","Cutibacterium","Propionibacteriaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"12120","Pseudomonas sp. S150","unclassified Pseudomonas","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12121","Candidatus Nitrotoga sp. AM1P","unclassified Candidatus Nitrotoga","Candidatus Nitrotoga","Gallionellaceae","Nitrosomonadales","Betaproteobacteria","Pseudomonadota","Bacteria"
"12122","Actinomyces procaprae","Actinomyces","Actinomycetaceae","Actinomycetales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"12123","Aeromonas sp. 1805","unclassified Aeromonas","Aeromonas","Aeromonadaceae","Aeromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12124","Aeromonas sp. 2692-1","unclassified Aeromonas","Aeromonas","Aeromonadaceae","Aeromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"12125","Paracoccus liaowanqingii","Paracoccus","Paracoccaceae","Rhodobacterales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"12126","Terasakiella sp. SH-1","unclassified Terasakiella","Terasakiella","Terasakiellaceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"12127","Brevundimonas sp. Bb-A","unclassified Brevundimonas","Brevundimonas","Caulobacteraceae","Caulobacterales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"12128","Pararubulavirus achimotaense","Pararubulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12129","Pararubulavirus accraense","Pararubulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12130","Busanvirus ACP17","Busanvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12131","Friunavirus AS11","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12132","Friunavirus AS12","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12133","Obolenskvirus AbP2","Obolenskvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12134","Vieuvirus B1251","Vieuvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12135","Lokivirus IMEAB3","Lokivirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12136","Obolenskvirus LZ35","Obolenskvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12137","Lokivirus loki","Lokivirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12138","Metrivirus ME3","Metrivirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12139","Vieuvirus R3177","Vieuvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12140","Friunavirus fv15519","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12141","Obolenskvirus WCHABP1","Obolenskvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12142","Obolenskvirus WCHABP12","Obolenskvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12143","Friunavirus WCHABP5","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12144","Friunavirus B1","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12145","Friunavirus B3","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12146","Friunavirus D2","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12147","Friunavirus P1","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12148","Friunavirus P2","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12149","Friunavirus AB6","Friunavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12150","Actinidia seed borne latent virus","Prunevirus","Betaflexiviridae","Tymovirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"12151","Popoffvirus pv56","Popoffvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12152","Tulanevirus asgz","Tulanevirus","Straboviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12153","Begomovirus manihotisburkinafasoense","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12154","Polybotosvirus Atuph07","Polybotosvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12155","Ailurivirus agiapa","Ailurivirus","Picornaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12156","Deltapolyomavirus ailuropodae","Deltapolyomavirus","Polyomaviridae","Sepolyvirales","Papovaviricetes","Cossaviricota","Viruses","0"
"12157","Orthobunyavirus ainoense","Orthobunyavirus","Peribunyaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"12158","Ampelovirus bulbiferae","Ampelovirus","Closteroviridae","Martellivirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"12159","Betachrysovirus alternariae","Betachrysovirus","Chrysoviridae","Ghabrivirales","Chrymotiviricetes","Duplornaviricota","Viruses","0"
"12160","Orthobunyavirus anadyrense","Orthobunyavirus","Peribunyaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"12161","Anativirus aductai","Anativirus","Picornaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12162","Orthobunyavirus anhembiense","Orthobunyavirus","Peribunyaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"12163","Alphachrysovirus anthurii","Alphachrysovirus","Chrysoviridae","Ghabrivirales","Chrymotiviricetes","Duplornaviricota","Viruses","0"
"12164","Aqualcavirus P14","Aqualcavirus","Autographiviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12165","Galaxyvirus abidatro","Galaxyvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12166","Jasminevirus adat","Jasminevirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12167","Marthavirus barretlemon","Marthavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12168","Marthavirus beans","Marthavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12169","Klausavirus colucci","Klausavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12170","Galaxyvirus galaxy","Galaxyvirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12171","Jasminevirus jasmine","Jasminevirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12172","Marthavirus piccoletto","Marthavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12173","Marthavirus shade","Marthavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12174","Amigovirus molivia","Amigovirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12175","Astarnavirus","Kusarnavirus","Marnaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12176","Metaavulavirus falklandense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12177","Wphvirus BPS10C","Wphvirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12178","Bastillevirus evoli","Bastillevirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12179","Bastillevirus hoodyT","Bastillevirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12180","Matervirus mater","Matervirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12181","Magadivirus Mgbh1","Magadivirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12182","Moonbeamvirus moonbeam","Moonbeamvirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12183","Siophivirus SIOphi","Siophivirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12184","Thornevirus SP15","Thornevirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12185","Shalavirus Shbh1","Shalavirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12186","Bat mumps orthorubulavirus","Orthorubulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12187","Bavaria virus","Bavovirus","Caliciviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12188","Blechum yellow vein virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12189","Botrytis botoulivirus","Botoulivirus","Botourmiaviridae","Ourlivirales","Miaviricetes","Lenarviricota","Viruses","0"
"12190","Alphachrysovirus brassicae","Alphachrysovirus","Chrysoviridae","Ghabrivirales","Chrymotiviricetes","Duplornaviricota","Viruses","0"
"12191","Britarnavirus 1","Salisharnavirus","Marnaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12192","Britarnavirus 2","Sogarnavirus","Marnaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12193","Britarnavirus 3","Sogarnavirus","Marnaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12194","Klumppvirus A9","Klumppvirus","Herelleviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12195","Burkholderia virus AH2","Ahduovirus","Casjensviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12196","Burkholderia virus BcepNazgul","Nazgulvirus","Casjensviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12197","Cadicivirus B","Dicipivirus","Picornaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12198","Caligrhavirus caligus","Caligrhavirus","Rhabdoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12199","Fletchervirus Los1","Fletchervirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12200","Chaetarnavirus 2","Sogarnavirus","Marnaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12201","Chaetenuissarnavirus II","Sogarnavirus","Marnaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"12202","Chilli leaf curl Bhavanisagar virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12203","Chilli leaf curl Gonda virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12204","Chilli leaf curl Sri Lanka virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"12205","Moonvirus cf1","Moonvirus","Straboviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"12206","Dichorhavirus citri","Dichorhavirus","Rhabdoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12207","Dichorhavirus leprosis","Dichorhavirus","Rhabdoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12208","Cimpunavirus CMP1","Cimpunavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12209","Cinunavirus CN1A","Cinunavirus","0","0","Caudoviricetes","Uroviricota","Viruses","0"
"12210","Dichorhavirus clerodendri","Dichorhavirus","Rhabdoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"12211","Alphachrysovirus colletotrichi","Alphachrysovirus","Chrysoviridae","Ghabrivirales","Chrymotiviricetes","Duplornaviricota","Viruses","0"
