"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Hymenobacter sedentarius"	"S"	1411621	53	17	NA	NA	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	17	53	NA	NA	NA	5	3	2	24	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter swuensis><wbr>Hymenobacter swuensis DY53"	"-"	1227739	183	15	NA	NA	NA	17	11	NA	9	NA	NA	NA	1	NA	NA	1	NA	NA	NA	13	NA	NA	NA	NA	13	183	NA	NA	1	NA	8	1	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter>Hymenobacter&nbsp;swuensis"
"Hymenobacter sublimis"	"S"	2933777	47	10	NA	NA	NA	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	47	26	NA	12	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter volaticus"	"S"	2932254	37	9	NA	3	1	4	NA	1	17	NA	2	NA	NA	3	1	NA	NA	NA	3	NA	NA	15	NA	1	37	1	NA	3	NA	NA	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter cellulosilyticus"	"S"	2932248	24	7	NA	NA	9	NA	NA	NA	21	NA	NA	NA	2	NA	NA	NA	3	NA	7	1	NA	NA	NA	NA	11	24	NA	NA	NA	2	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter baengnokdamensis"	"S"	2615203	498	6	498	NA	NA	7	5	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	7	50	NA	NA	NA	NA	NA	26	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter canadensis"	"S"	2999067	18	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	NA	NA	18	NA	NA	16	NA	5	2	NA	4	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter oligotrophus"	"S"	2319843	24	5	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	8	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter qilianensis"	"S"	1385715	11	4	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	7	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter tibetensis"	"S"	497967	373	4	373	NA	16	12	5	4	50	1	10	3	NA	8	1	1	NA	NA	9	3	2	2	82	2	52	30	11	1	18	3	3	NA	10	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sediminicola"	"S"	2761579	307	4	NA	NA	307	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter nivis"	"S"	1850093	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	1	6	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Adhaeribacter"	"G"	299566	22161	29	NA	3	22161	36	148	7	75	2	7	26	3	2	3	NA	6	6	2	11	10	35	326	5	187	84	2702	18	14	15	37	2	42	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter swui"	"S"	2086471	15071	24	NA	3	15071	22	48	2	46	NA	NA	21	2	1	1	NA	6	4	2	7	5	29	161	5	101	41	1120	10	NA	12	22	NA	14	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Adhaeribacter"
"Pontibacter"	"G"	323449	171	17	171	4	38	19	81	1	17	NA	6	29	2	1	2	2	3	1	2	4	5	20	30	1	89	45	106	5	1	6	39	2	17	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae"
"Pontibacter akesuensis"	"S"	388950	34	6	NA	NA	NA	6	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Pontibacter korlensis"	"S"	400092	14	2	NA	1	NA	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	11	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"unclassified Pontibacter><wbr>Pontibacter sp. SGAir0037"	"S"	2571030	170	2	170	1	12	1	NA	NA	NA	NA	2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	28	51	5	1	6	29	1	3	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter>unclassified&nbsp;Pontibacter"
"Nibribacter><wbr>Nibribacter ruber"	"S"	2698458	2	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Nibribacter"
"Rufibacter"	"G"	1379908	5	1	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	1	NA	1	2	5	4	NA	NA	NA	1	NA	NA	1	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae"
"Cyclobacteriaceae"	"F"	563798	4101	235	1248	365	1705	376	4101	287	2277	86	1211	245	56	65	66	6	49	97	185	437	124	186	1314	31	1686	1152	1195	84	125	27	250	5	111	5	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales"
"Algoriphagus"	"G"	246875	1443	164	1162	158	402	333	1443	55	401	34	75	198	24	60	33	5	26	21	50	359	95	145	1236	20	926	221	866	51	90	24	142	5	89	5	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sanaruensis"	"S"	1727163	1405	144	1162	155	393	333	1405	54	396	33	72	191	23	60	33	3	22	21	50	355	82	145	1236	18	910	220	839	38	90	23	56	4	86	5	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"unclassified Algoriphagus"	"-"	2641541	37	10	NA	1	NA	NA	37	1	5	1	3	7	1	NA	NA	1	4	NA	NA	4	8	NA	NA	2	16	1	9	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Algoriphagus sp. NBT04N3"	"S"	2705473	37	5	NA	1	NA	NA	37	1	NA	NA	1	7	NA	NA	NA	1	4	NA	NA	2	7	NA	NA	2	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus>unclassified&nbsp;Algoriphagus"
"Algoriphagus sp. NG3"	"S"	3097546	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus>unclassified&nbsp;Algoriphagus"
"Echinicola"	"G"	390846	1065	13	40	89	326	23	1065	100	567	12	316	18	11	2	7	1	11	28	56	NA	2	NA	NA	NA	19	10	NA	9	3	3	26	NA	1	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae"
"unclassified Echinicola><wbr>Echinicola sp. 20G"	"S"	2781961	19	3	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	4	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	1	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola>unclassified&nbsp;Echinicola"
"Mongoliitalea><wbr>Mongoliitalea daihaiensis"	"S"	2782006	33	2	NA	NA	1	NA	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	33	10	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Mongoliitalea"
"Cytophagaceae"	"F"	89373	3262	226	3262	20	317	46	92	5	153	5	118	43	24	8	12	2	13	7	64	62	15	41	51	6	259	415	858	10	35	5	151	4	106	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales"
"Spirosoma"	"G"	107	2085	213	2085	7	317	45	92	5	144	1	113	32	17	8	9	2	13	4	61	62	11	41	51	5	259	406	858	10	27	5	151	4	99	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae"
"Spirosoma pollinicola"	"S"	2057025	1647	119	1647	NA	54	18	69	1	26	NA	92	8	3	4	1	2	3	NA	39	30	4	16	5	NA	43	91	772	2	8	1	8	2	19	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma rigui"	"S"	564064	223	16	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	2	NA	NA	NA	3	47	24	10	NA	NA	NA	NA	NA	9	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma endbachense"	"S"	2666025	15	13	NA	NA	NA	2	NA	NA	15	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"unclassified Spirosoma"	"-"	2621999	163	12	NA	1	163	NA	NA	NA	35	NA	1	6	NA	1	3	NA	1	NA	NA	7	NA	NA	34	NA	29	25	8	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma sp. KUDC1026"	"S"	2745947	115	6	NA	1	115	NA	NA	NA	NA	NA	1	6	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma>unclassified&nbsp;Spirosoma"
"Spirosoma sp. SC4-14"	"S"	3128900	29	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	7	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma>unclassified&nbsp;Spirosoma"
"Spirosoma rhododendri"	"S"	2728024	34	6	NA	NA	2	8	1	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	12	12	NA	34	NA	NA	1	7	NA	NA	NA	16	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma montaniterrae"	"S"	1178516	20	5	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma radiotolerans"	"S"	1379870	14	5	NA	NA	14	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	1	3	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma foliorum"	"S"	2710596	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma oryzicola"	"S"	2898794	51	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	8	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Rhodocytophaga><wbr>Rhodocytophaga rosea"	"S"	2704465	506	10	506	NA	NA	1	NA	NA	9	2	2	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Rhodocytophaga"
"Cytophaga><wbr>Cytophaga hutchinsonii><wbr>Cytophaga hutchinsonii ATCC 33406"	"-"	269798	417	3	417	13	NA	NA	NA	NA	NA	2	3	9	5	NA	1	NA	NA	3	3	NA	4	NA	NA	1	NA	6	NA	NA	8	NA	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga>Cytophaga&nbsp;hutchinsonii"
"Persicobacteraceae"	"F"	1853234	2770	131	91	1022	806	125	813	155	2346	462	296	389	430	2770	108	NA	255	829	197	143	332	319	17	67	191	232	204	57	594	120	601	12	155	9	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales"
"Aureibacter><wbr>Aureibacter tunicatorum"	"S"	866807	2768	127	91	1020	804	125	812	151	2313	461	296	387	430	2768	106	NA	249	829	197	143	329	319	17	67	189	140	201	57	594	117	597	12	155	8	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Persicobacteraceae>Aureibacter"
"Fulvitalea><wbr>Fulvitalea axinellae"	"S"	1182444	6	4	NA	NA	2	NA	1	NA	NA	1	NA	2	NA	2	1	NA	6	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	3	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Persicobacteraceae>Fulvitalea"
"Spirosomataceae"	"F"	2896860	2566	119	192	2	2566	16	36	4	1	12	24	7	4	12	7	9	5	NA	6	13	5	25	17	3	10	124	1551	102	7	9	8	3	13	2	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales"
"Dyadobacter"	"G"	120831	1472	94	192	1	7	5	NA	3	1	11	10	7	4	8	7	8	NA	NA	4	9	1	19	NA	3	10	57	1472	94	2	7	1	2	7	2	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae"
"Dyadobacter fermentans><wbr>Dyadobacter fermentans DSM 18053"	"-"	471854	27	27	NA	NA	NA	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter>Dyadobacter&nbsp;fermentans"
"unclassified Dyadobacter><wbr>Dyadobacter sp. NIV53"	"S"	2861765	19	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	7	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter>unclassified&nbsp;Dyadobacter"
"Dyadobacter fanqingshengii"	"S"	2906443	9	5	NA	NA	4	1	NA	3	1	9	1	3	NA	4	2	NA	NA	NA	3	2	1	NA	NA	3	NA	6	NA	2	NA	3	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter"
"Dyadobacter chenhuakuii"	"S"	2909339	192	3	192	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter"
"Dyadobacter chenwenxiniae"	"S"	2906456	4	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	2	NA	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter"
"Fibrella><wbr>Fibrella aestuarina><wbr>Fibrella aestuarina BUZ 2"	"-"	1166018	43	22	NA	1	NA	9	35	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	43	NA	1	NA	NA	NA	NA	6	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Fibrella>Fibrella&nbsp;aestuarina"
"Tellurirhabdus"	"G"	2674996	54	1	NA	NA	54	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	2	2	6	17	NA	NA	13	1	NA	5	2	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae"
"Tellurirhabdus rosea"	"S"	2674997	6	1	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	2	2	6	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Tellurirhabdus"
"Marivirgaceae><wbr>Marivirga"	"G"	869806	646	61	NA	109	44	20	145	24	81	8	72	46	58	231	62	6	177	77	266	20	30	27	NA	45	57	40	60	42	57	130	646	71	76	23	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Marivirgaceae"
"Fulvivirgaceae"	"F"	2762286	274	18	274	1	NA	NA	NA	NA	NA	NA	4	13	NA	5	NA	NA	3	NA	NA	31	3	12	30	5	195	268	78	8	5	10	7	NA	NA	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales"
"Chryseolinea><wbr>Chryseolinea soli"	"S"	2321403	268	11	NA	1	NA	NA	NA	NA	NA	NA	NA	13	NA	5	NA	NA	3	NA	NA	31	3	12	30	4	195	268	78	2	NA	1	6	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Fulvivirgaceae>Chryseolinea"
"Fulvivirga"	"G"	396811	9	7	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	6	5	9	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Fulvivirgaceae"
"Fulvivirga maritima"	"S"	2904247	9	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	9	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Fulvivirgaceae>Fulvivirga"
"Leadbetterellaceae"	"F"	3141702	155	7	155	2	10	8	36	18	55	5	15	12	3	9	4	1	1	5	9	6	6	12	38	4	52	14	2	65	9	7	5	1	15	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales"
"Emticicia"	"G"	312278	155	5	155	NA	NA	8	NA	NA	1	3	9	9	NA	6	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	7	NA	NA	1	1	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Leadbetterellaceae"
